worker_i,worker_j,same_group,same_occupation,skill_distance,geo_distance,either_senior,referral_opportunity,true_link_probability,linked,tie_strength
W051,W071,1,0,1.9328,0,0,0.5423,0.1549,0,0.4744
W051,W072,0,0,0.4607,4,0,0.4716,0.0782,0,0.2314
W052,W053,0,1,0.2491,5,1,0.5603,0.1808,0,0.2941
W052,W054,1,0,1.1334,1,1,0.6518,0.2486,0,0.3142
W052,W055,1,0,0.3688,4,1,0.5312,0.2257,1,0.3452
W052,W056,0,0,1.0245,3,1,0.5508,0.1032,1,0.386
W052,W057,1,0,0.6707,2,1,0.59,0.251,0,0.7145
W052,W058,1,0,0.4797,2,1,0.6139,0.2668,0,0.455
W052,W059,1,0,0.2997,3,1,0.5206,0.2466,0,0.822
W052,W060,1,0,0.6133,3,1,0.499,0.2246,0,0.6373
W052,W061,0,1,0.4077,5,1,0.5432,0.1711,0,0.6235
W052,W062,0,1,0.8611,2,1,0.5034,0.1884,1,0.3993
W052,W063,0,0,0.5983,1,1,0.5684,0.1413,0,0.588
W052,W064,1,0,0.8319,1,1,0.5705,0.2569,0,0.2058
W052,W065,1,0,1.1265,0,1,0.6338,0.2657,0,0.6607
W052,W066,0,0,0.5511,3,1,0.5043,0.1157,0,0.4252
W052,W067,1,0,0.5474,3,1,0.478,0.2258,0,0.656
W052,W068,1,1,0.6665,3,1,0.5908,0.3518,0,0.6556
W052,W069,1,1,1.7195,1,1,0.5945,0.3172,1,0.7418
W052,W070,1,0,0.4185,3,1,0.5473,0.2426,0,0.5272
W052,W071,1,0,2.4141,1,1,0.5647,0.1674,0,0.5789
W052,W072,0,0,0.942,3,1,0.494,0.1021,0,0.2205
W053,W054,0,0,0.8843,6,1,0.6673,0.0887,0,0.3115
W053,W055,0,0,0.1197,1,0,0.5467,0.1195,0,0.289
W053,W056,1,0,0.7754,8,0,0.5663,0.1105,0,0.7502
W053,W057,0,0,0.4216,3,0,0.6056,0.0947,0,0.7104
W053,W058,0,0,0.7288,7,1,0.6295,0.0828,0,0.3236
W053,W059,0,0,0.0506,8,0,0.5362,0.0641,0,0.6425
W053,W060,0,0,0.3642,2,0,0.5146,0.0995,0,0.4343
W053,W061,1,1,0.1586,0,0,0.5587,0.3772,0,0.7305
W053,W062,1,1,1.1102,7,0,0.519,0.1745,0,0.4233
W053,W063,1,0,0.3492,4,0,0.5839,0.1782,0,0.7825
W053,W064,0,0,0.5828,6,0,0.586,0.0675,0,0.703
W053,W065,0,0,0.8774,5,1,0.6493,0.0961,0,0.47
W053,W066,1,0,0.302,2,0,0.5199,0.2045,0,0.4683
W053,W067,0,0,0.7965,8,0,0.4935,0.049,0,0.1904
W053,W068,0,1,0.4174,2,1,0.6064,0.2253,0,0.7927
W053,W069,0,1,1.4704,6,0,0.61,0.0886,0,0.5688
W053,W070,0,0,0.1694,2,0,0.5628,0.1089,0,0.2459
W053,W071,0,0,2.165,4,0,0.5803,0.0489,0,0.8283
W053,W072,1,0,0.6929,8,0,0.5096,0.1092,0,0.6163
W054,W055,1,0,0.7646,5,1,0.6381,0.1993,1,0.6693
W054,W056,0,0,0.1089,2,1,0.6578,0.158,0,0.7545
W054,W057,1,0,0.4627,3,1,0.697,0.2601,1,0.2643
W054,W058,1,0,1.6131,1,1,0.7208,0.228,0,0.5035
W054,W059,1,1,0.8337,2,1,0.6276,0.3678,0,0.7899
W054,W060,1,1,0.5201,4,1,0.606,0.3429,0,0.6282
W054,W061,0,0,0.7257,6,1,0.6502,0.0921,0,0.3719
W054,W062,0,0,1.9945,1,1,0.6104,0.0955,1,0.3889
W054,W063,0,1,0.5351,2,1,0.6754,0.2269,0,0.3601
W054,W064,1,0,0.3015,0,1,0.6774,0.3308,0,0.3735
W054,W065,1,1,0.0069,1,1,0.7407,0.4802,1,0.7326
W054,W066,0,0,0.5823,4,1,0.6113,0.1123,0,0.5626
W054,W067,1,0,1.6808,2,1,0.585,0.1915,0,0.6019
W054,W068,1,0,0.4669,4,1,0.6978,0.2412,0,0.6584
W054,W069,1,0,0.5861,0,1,0.7015,0.3134,0,0.6259
W054,W070,1,1,0.7149,4,1,0.6542,0.3358,0,0.6946
W054,W071,1,0,1.2807,2,1,0.6717,0.2241,0,0.5369
W054,W072,0,0,0.1914,2,1,0.601,0.149,0,0.7992
W055,W056,0,1,0.6557,7,0,0.5372,0.0992,0,0.713
W055,W057,1,0,0.3019,2,0,0.5764,0.2112,1,0.6023
W055,W058,1,0,0.8485,6,1,0.6003,0.1756,0,0.6632
W055,W059,1,0,0.0691,7,0,0.5071,0.1433,0,0.2284
W055,W060,1,0,0.2445,1,0,0.4854,0.2204,0,0.3877
W055,W061,0,0,0.0389,1,0,0.5296,0.1211,0,0.375
W055,W062,0,0,1.2299,6,0,0.4898,0.0514,0,0.5356
W055,W063,0,0,0.2295,3,0,0.5548,0.0972,0,0.5151
W055,W064,1,1,0.4631,5,0,0.5569,0.2485,0,0.537
W055,W065,1,0,0.7577,4,1,0.6201,0.214,0,0.7518
W055,W066,0,1,0.1823,1,0,0.4907,0.1856,0,0.1613
W055,W067,1,0,0.9162,7,0,0.4644,0.1084,0,0.8222
W055,W068,1,0,0.2977,1,1,0.5773,0.2941,0,0.3805
W055,W069,1,0,1.3507,5,0,0.5809,0.1223,0,0.6383
W055,W070,1,0,0.0497,1,0,0.5337,0.2382,1,0.4833
W055,W071,1,1,2.0453,3,0,0.5512,0.1902,0,0.6766
W055,W072,0,1,0.5732,7,0,0.4804,0.0981,0,0.1529
W056,W057,0,0,0.3538,5,0,0.596,0.0801,0,0.8465
W056,W058,0,0,1.5042,1,1,0.6199,0.1115,0,0.4514
W056,W059,0,0,0.7248,0,0,0.5266,0.1074,0,0.3764
W056,W060,0,0,0.4112,6,0,0.505,0.0675,0,0.3266
W056,W061,1,0,0.6168,8,0,0.5492,0.1146,0,0.6766
W056,W062,1,0,1.8856,1,0,0.5094,0.1413,0,0.3082
W056,W063,1,0,0.4262,4,0,0.5744,0.1735,1,0.3866
W056,W064,0,1,0.1926,2,0,0.5765,0.1794,0,0.5228
W056,W065,0,0,0.102,3,1,0.6398,0.1438,0,0.3867
W056,W066,1,1,0.4734,6,0,0.5103,0.2238,0,0.4789
W056,W067,0,0,1.5719,0,0,0.484,0.0805,0,0.2473
W056,W068,0,0,0.358,6,1,0.5968,0.0996,0,0.4504
W056,W069,0,0,0.695,2,0,0.6005,0.095,0,0.1699
W056,W070,0,0,0.606,6,0,0.5533,0.0655,0,0.6533
W056,W071,0,1,1.3896,4,0,0.5707,0.1061,1,0.373
W056,W072,1,1,0.0825,0,0,0.5,0.3733,0,0.4389
W057,W058,1,1,1.1504,4,1,0.6592,0.3044,0,0.5456
W057,W059,1,0,0.371,5,0,0.5659,0.1613,0,0.6911
W057,W060,1,0,0.0574,1,0,0.5443,0.2391,0,0.1887
W057,W061,0,0,0.263,3,0,0.5884,0.0983,0,0.1607
W057,W062,0,0,1.5318,4,0,0.5486,0.0586,0,0.6653
W057,W063,0,0,0.0724,1,0,0.6137,0.1264,0,0.4681
W057,W064,1,0,0.1612,3,0,0.6158,0.2073,1,0.5441
W057,W065,1,0,0.4558,2,1,0.679,0.2777,0,0.629
W057,W066,0,0,0.1196,1,0,0.5496,0.1197,0,0.1574
W057,W067,1,1,1.2181,5,0,0.5232,0.1998,0,0.6504
W057,W068,1,0,0.0042,1,1,0.6361,0.3244,1,0.8277
W057,W069,1,0,1.0488,3,0,0.6398,0.1644,1,0.3175
W057,W070,1,0,0.2522,1,0,0.5925,0.2334,1,0.2299
W057,W071,1,0,1.7434,1,0,0.61,0.1566,0,0.8021
W057,W072,0,0,0.2713,5,0,0.5393,0.0792,0,0.3208
W058,W059,1,0,0.7794,1,1,0.5897,0.263,1,0.6784
W058,W060,1,0,1.093,5,1,0.5682,0.1747,0,0.853
W058,W061,0,0,0.8874,7,1,0.6123,0.0779,0,0.5156
W058,W062,0,0,0.3814,0,1,0.5725,0.1642,0,0.4811
W058,W063,0,0,1.078,3,1,0.6375,0.1074,0,0.6634
W058,W064,1,0,1.3116,1,1,0.6396,0.2359,0,0.3667
W058,W065,1,0,1.6062,2,1,0.7028,0.2092,0,0.5759
W058,W066,0,0,1.0308,5,1,0.5735,0.0873,0,0.3484
W058,W067,1,1,0.0677,1,1,0.5471,0.4405,0,0.8097
W058,W068,1,0,1.1462,5,1,0.66,0.1817,0,0.3156
W058,W069,1,0,2.1992,1,1,0.6636,0.1885,0,0.5794
W058,W070,1,0,0.8982,5,1,0.6164,0.1898,1,0.4668
W058,W071,1,0,2.8938,3,1,0.6339,0.1281,0,0.4786
W058,W072,0,0,1.4217,1,1,0.5632,0.1103,0,0.3661
W059,W060,1,1,0.3136,6,0,0.4749,0.2289,1,0.5549
W059,W061,0,0,0.108,8,0,0.5191,0.0622,0,0.2475
W059,W062,0,0,1.1608,1,0,0.4793,0.0832,0,0.2517
W059,W063,0,1,0.2986,4,0,0.5443,0.1443,0,0.3398
W059,W064,1,0,0.5322,2,0,0.5464,0.195,0,0.4825
W059,W065,1,1,0.8268,3,1,0.6096,0.3425,0,0.3357
W059,W066,0,0,0.2514,6,0,0.4802,0.0698,1,0.4547
W059,W067,1,0,0.8471,0,0,0.4538,0.1992,1,0.7654
W059,W068,1,0,0.3668,6,1,0.5667,0.1968,0,0.511
W059,W069,1,0,1.4198,2,0,0.5704,0.1542,0,0.5468
W059,W070,1,1,0.1188,6,0,0.5232,0.2472,0,0.7839
W059,W071,1,0,2.1144,4,0,0.5406,0.1034,0,0.5474
W059,W072,0,0,0.6423,0,0,0.4699,0.1062,0,0.6845
W060,W061,0,0,0.2056,2,0,0.4974,0.1032,0,0.5448
W060,W062,0,0,1.4744,5,0,0.4577,0.0511,0,0.3419
W060,W063,0,1,0.015,2,0,0.5226,0.1826,0,0.5929
W060,W064,1,0,0.2186,4,0,0.5247,0.1785,0,0.1493
W060,W065,1,1,0.5132,3,1,0.588,0.3633,0,0.637
W060,W066,0,0,0.0622,0,0,0.4586,0.1255,1,0.4642
W060,W067,1,0,1.1607,6,0,0.4323,0.1078,0,0.4107
W060,W068,1,0,0.0532,0,1,0.5451,0.3284,0,0.5703
W060,W069,1,0,1.1062,4,0,0.5487,0.1405,1,0.4921
W060,W070,1,1,0.1948,0,0,0.5015,0.3647,0,0.4086
W060,W071,1,0,1.8008,2,0,0.519,0.1337,0,0.9267
W060,W072,0,0,0.3287,6,0,0.4483,0.0667,1,0.1757
W061,W062,1,1,1.2688,7,0,0.5018,0.1652,0,0.4424
W061,W063,1,0,0.1906,4,0,0.5668,0.1844,0,0.4197
W061,W064,0,0,0.4242,6,0,0.5689,0.0701,0,0.5675
W061,W065,0,0,0.7188,5,1,0.6321,0.0998,0,0.3294
W061,W066,1,0,0.1434,2,0,0.5028,0.2114,0,0.5621
W061,W067,0,0,0.9551,8,0,0.4764,0.046,0,0.6166
W061,W068,0,1,0.2588,2,1,0.5893,0.2326,0,0.6503
W061,W069,0,1,1.3118,6,0,0.5929,0.092,0,0.4175
W061,W070,0,0,0.0108,2,0,0.5457,0.113,0,0.206
W061,W071,0,0,2.0064,4,0,0.5632,0.0508,0,0.176
W061,W072,1,0,0.5343,8,0,0.4924,0.1133,0,0.6255
W062,W063,1,0,1.4594,3,0,0.527,0.1363,1,0.6724
W062,W064,0,0,1.693,1,0,0.5291,0.0728,0,0.1012
W062,W065,0,0,1.9876,2,1,0.5924,0.0863,0,0.5667
W062,W066,1,0,1.4122,5,0,0.4629,0.1114,0,0.8366
W062,W067,0,0,0.3137,1,0,0.4366,0.1051,0,0.645
W062,W068,0,1,1.5276,5,1,0.5494,0.1241,0,0.9722
W062,W069,0,1,2.5806,1,0,0.5531,0.0954,0,0.5297
W062,W070,0,0,1.2796,5,0,0.5059,0.0562,0,0.5033
W062,W071,0,0,3.2752,3,0,0.5233,0.036,0,0.3061
W062,W072,1,0,1.8031,1,0,0.4526,0.1398,0,0.8015
W063,W064,0,0,0.2336,2,0,0.5941,0.1089,0,0.3841
W063,W065,0,1,0.5282,1,1,0.6573,0.243,0,0.3657
W063,W066,1,0,0.0472,2,0,0.5279,0.22,0,0.209
W063,W067,0,0,1.1457,4,0,0.5016,0.0643,1,0.1598
W063,W068,0,0,0.0682,2,1,0.6144,0.1557,0,0.4178
W063,W069,0,0,1.1212,2,0,0.6181,0.0842,0,0.5838
W063,W070,0,1,0.1798,2,0,0.5709,0.1794,0,0.3814
W063,W071,0,0,1.8158,0,0,0.5883,0.0799,1,0.4603
W063,W072,1,0,0.3437,4,0,0.5176,0.1716,0,0.5747
W064,W065,1,0,0.2946,1,1,0.6594,0.3067,0,0.6258
W064,W066,0,1,0.2808,4,0,0.53,0.1438,0,0.4637
W064,W067,1,0,1.3793,2,0,0.5037,0.1498,0,0.6189
W064,W068,1,0,0.1654,4,1,0.6165,0.2493,0,0.5355
W064,W069,1,0,0.8876,0,0,0.6202,0.2167,0,0.468
W064,W070,1,0,0.4134,4,0,0.573,0.1739,0,0.4338
W064,W071,1,1,1.5822,2,0,0.5904,0.2382,0,0.4156
W064,W072,0,1,0.1101,2,0,0.5197,0.1775,0,0.8304
W065,W066,0,0,0.5754,3,1,0.5933,0.1215,0,0.5634
W065,W067,1,0,1.6739,3,1,0.567,0.175,0,0.6715
W065,W068,1,0,0.46,3,1,0.6798,0.2579,0,0.5315
W065,W069,1,0,0.593,1,1,0.6835,0.2891,0,0.8949
W065,W070,1,1,0.708,3,1,0.6362,0.356,1,0.7034
W065,W071,1,0,1.2876,1,1,0.6537,0.2392,0,0.3737
W065,W072,0,0,0.1845,3,1,0.583,0.1355,0,0.4828
W066,W067,0,0,1.0985,6,0,0.4375,0.0517,0,0.6079
W066,W068,0,0,0.1154,0,1,0.5504,0.1747,0,0.4323
W066,W069,0,0,1.1684,4,0,0.554,0.0661,0,0.4215
W066,W070,0,0,0.1326,0,0,0.5069,0.1267,0,0.6688
W066,W071,0,1,1.863,2,0,0.5243,0.1066,0,0.5114
W066,W072,1,1,0.3909,6,0,0.4536,0.2216,0,0.4036
W067,W068,1,0,1.2139,6,1,0.5241,0.1512,0,0.5361
W067,W069,1,0,2.2669,2,0,0.5277,0.117,0,0.5529
W067,W070,1,0,0.9659,6,0,0.4805,0.1179,1,0.4065
W067,W071,1,0,2.9615,4,0,0.498,0.0774,0,0.6242
W067,W072,0,0,1.4894,0,0,0.4273,0.0795,0,0.1753
W068,W069,1,1,1.053,4,1,0.6405,0.3086,0,0.6441
W068,W070,1,0,0.248,0,1,0.5934,0.3215,1,0.496
W068,W071,1,0,1.7476,2,1,0.6108,0.1909,1,0.5008
W068,W072,0,0,0.2755,6,1,0.5401,0.0984,0,0.482
W069,W070,1,0,1.301,4,0,0.597,0.1368,0,0.7619
W069,W071,1,0,0.6946,2,0,0.6144,0.1941,0,0.2467
W069,W072,0,0,0.7775,2,0,0.5437,0.0892,0,0.18
W070,W071,1,0,1.9956,2,0,0.5673,0.1301,0,0.4942
W070,W072,0,0,0.5235,6,0,0.4965,0.0647,0,0.3203
W071,W072,0,1,1.4721,4,0,0.514,0.0997,0,0.2144
